date,Close,Volume,avwap_month,avwap_week,rsi14,vol_z20,corr20_bn,fii_cash_net_cr,dii_cash_net_cr,raw_score,mood_score,rule__price_above_month_avwap,rule__price_above_week_avwap,rule__rsi_bullish,rule__rsi_bearish,rule__vol_surge,rule__fii_dii_divergence_pos,rule__fii_dii_divergence_neg,rule__corr_flip,rule__higher_high,rule__lower_low
2025-11-07,25492.30078125,305600.0,25509.187609872377,25536.965342758973,49.164199067426644,0.15347740956325925,0.9418149432708486,,,0.0,50.0,,,,,,,,,,
2025-11-10,25574.349609375,243600.0,25511.306614421683,25574.349609375,52.078645550264035,-0.4124323800995353,0.9209555280954469,,,12.0,65.0,,,,,,,,,,
2025-11-11,25694.94921875,297700.0,25518.325809320515,25640.67605258752,56.06566768818632,0.06823092820654178,0.9017278423956462,,,30.0,88.0,,,,,,,,,,
2025-11-12,25875.80078125,312600.0,25532.119481475,25726.751693973973,61.26961007176505,0.17393127300047534,0.881660573448728,,,30.0,88.0,,,,,,,,,,
2025-11-13,25879.150390625,385200.0,25547.87112304745,25774.127997702464,61.36089772822731,0.8095887085838892,0.8145220588336184,,,30.0,88.0,,,,,,,,,,
2025-11-14,25910.05078125,518900.0,25568.74027096329,25814.247640696103,62.24497343786444,1.7793112161519595,0.7315322288309329,,,36.0,95.0,,,,,,,,,,
2025-11-17,26013.44921875,281800.0,25582.234002280187,26013.44921875,65.12080578144375,-0.20800784295375066,0.716995477045437,,,22.0,78.0,,,,,,,,,,
2025-11-18,25910.05078125,280000.0,25591.82810485059,25961.9156436343,60.18391097639855,-0.16694766682163598,0.686235069548495,,,22.0,78.0,,,,,,,,,,
2025-11-19,26052.650390625,250100.0,25603.56775360047,25989.865834818404,64.21334673659342,-0.4067905632549116,0.7235681781033848,,,30.0,88.0,,,,,,,,,,
2025-11-20,26192.150390625,240400.0,25617.636105802332,26036.07813854919,67.66120946051174,-0.6722314987580396,0.7934706472443582,,,30.0,88.0,,,,,,,,,,
2025-11-21,26068.150390625,235600.0,25627.94778092151,26041.945226513366,61.947901420824465,-0.6442900152832549,0.8181212627938395,,,30.0,88.0,,,,,,,,,,
2025-11-24,25959.5,464700.0,25642.269431433295,25959.5,57.3762380555722,1.5943923261716488,0.8369750393336891,,,28.0,85.0,,,,,,,,,,
2025-11-25,25884.80078125,260500.0,25648.003371318693,25932.667200104283,54.403582466400984,-0.43556088776248475,0.8574305318775964,,,12.0,65.0,,,,,,,,,,
2025-11-26,26205.30078125,275300.0,25661.588168017242,26007.685715735883,63.210649521778734,-0.2337527852945672,0.8936062290861085,,,30.0,88.0,,,,,,,,,,
2025-11-27,26215.55078125,240300.0,25673.12935596947,26047.94198205039,63.453771188813484,-0.5443493005633881,0.9314240537669873,,,30.0,88.0,,,,,,,,,,
2025-11-28,26202.94921875,202500.0,25682.27071907404,26069.690035422296,62.903393480595135,-0.8820573776632811,0.9527059308086153,,,30.0,88.0,,,,,,,,,,
2025-12-01,26175.75,213800.0,26175.75,26175.75,61.66023839135352,-0.7039775389212225,0.9599346009681249,,,10.0,62.0,,,,,,,,,,
2025-12-02,26032.19921875,254800.0,26097.694645619933,26097.694645619933,55.43354213041549,-0.5177724539631269,0.9596221298406986,,,10.0,62.0,,,,,,,,,,
2025-12-03,25986.0,265700.0,26057.278919974808,26057.278919974808,53.5589854440708,-0.35875098301245256,0.9467216192858817,,,0.0,50.0,,,,,,,,,,
2025-12-04,26033.75,248100.0,26051.33681386146,26051.33681386146,55.243614852674035,-0.5072074231463019,0.9315573751756144,,,10.0,62.0,,,,,,,,,,
2025-12-05,26186.44921875,249300.0,26078.683994618717,26078.683994618717,60.213908814417536,-0.4551615536861693,0.9277235009685464,,,30.0,88.0,,,,,,,,,,
2025-12-08,25960.55078125,320700.0,26054.279639087057,25960.55078125,51.16207949655607,0.38291133525623455,0.900424509858685,,,0.0,50.0,,,,,,,,,,
2025-12-09,25839.650390625,276000.0,26021.88099952486,25904.629031941302,47.082648590366254,-0.15924799372848103,0.8060616471486576,,,0.0,50.0,,,,,,,,,,
2025-12-10,25758.0,207900.0,25994.93955680953,25866.74166462761,44.50190283945986,-0.9203498611764481,0.761557562953828,,,-10.0,38.0,,,,,,,,,,
2025-12-11,25898.55078125,206100.0,25986.08042077545,25873.228118506977,49.62100199000921,-0.8532530284684092,0.7395800926380305,,,8.0,60.0,,,,,,,,,,
